,Joy,Trust,Fear,Surprise,Sadness,Disgust,Anger,Anticipation
穏便,0.34895545,0.17429522,0.0012694512,0.08596223,0,0.0006756757,0.0010135135,0.0032954544
閑か,0.34236783,0.1337298,0.003131313,0.0907862,0.021666666,0,0.020238096,0.0018787879
もの静か,0.36256078,0.17154205,0.0014233241,0.08813153,0,0,0,0.0008539945
円か,0.36256078,0.17154205,0.0014233241,0.08813153,0,0,0,0.0008539945
平和的,0.34593183,0.16269027,0.0018787879,0.08651299,0,0.001,0.0015,0.0048772725
のどやか,0.35807407,0.15218426,0.0010923186,0.0931923,0,0.00058139535,0.0008720931,0.002835624
平らか,0.3432037,0.16893296,0.0018065268,0.087031715,0,0.0009615385,0.0014423078,0.0046896855
坦坦たる,0.3499369,0.15063915,0.0017396184,0.0815861,0,0.028086418,0.005092593,0.0045159934
閑々たる,0.36619943,0.14819153,0.0016196447,0.09565159,0,0,0,0.00097178685
寧静,0.35807407,0.15218426,0.0010923186,0.0931923,0,0.00058139535,0.0008720931,0.002835624
和順,0.35807407,0.15218426,0.0010923186,0.0931923,0,0.00058139535,0.0008720931,0.002835624
円い,0.36256078,0.17154205,0.0014233241,0.08813153,0,0,0,0.0008539945
安い,0.35826778,0.15643296,0.0018065268,0.08318557,0,0.0009615385,0.0014423078,0.0046896855
無頓着,0.20125,0.07652778,0.0882716,0.05950617,0.090925924,0.034166668,0.028888889,0.09777778
不熱心,0.16119792,0.061197918,0.08275463,0.051880788,0.085243054,0.08203126,0.10208334,0.09166667
知らん顔,0.24781746,0.13988096,0.038359787,0.058267195,0.04404762,0.04464286,0.042857144,0.034920637
中性,0.24781746,0.13988096,0.038359787,0.058267195,0.04404762,0.04464286,0.042857144,0.034920637
噤む,0,0,0.1,0.55,0,0,0,0
黙る,0,0,0.1,0.55,0,0,0,0
口をつぐむ,0,0,0.1,0.55,0,0,0,0
黙りこくる,0,0,0.1,0.55,0,0,0,0
つぐむ,0,0,0.1,0.55,0,0,0,0
黙する,0,0,0.1,0.55,0,0,0,0
静止,0.34868518,0.12805556,0.0032407409,0.11290741,0.008148149,0.0014814815,0.003888889,0.0033333334
黙,0.30477083,0.1065625,0.0036458336,0.15827084,0.009166667,0.011041667,0.0043750005,0.0037500001
静寂,0.3010397,0.10880953,0.0020833334,0.12992461,0.028452381,0.006309524,0.024183676,0.0021428573
静けさ,0.30477083,0.1065625,0.0036458336,0.15827084,0.009166667,0.011041667,0.0043750005,0.0037500001
禁欲主義,0.36666667,0.10000001,0,0.13333334,0,0,0,0
禁慾主義,0.36666667,0.10000001,0,0.13333334,0,0,0,0
鈍感,0.36666667,0.10000001,0,0.13333334,0,0,0,0
手づつ,0,0.0032612782,0,0.13692342,0.13942276,0.41712862,0.24084902,0
てづつ,0,0.0032612782,0,0.13692342,0.13942276,0.41712862,0.24084902,0
へま,0,0.002864011,0,0.14527845,0.13989332,0.39283222,0.24595699,0
不得意,0,0.0032612782,0,0.13692342,0.13942276,0.41712862,0.24084902,0
生熟,0.016153848,0.0034615386,0.014743591,0.1478846,0.2323077,0.36256412,0.14012823,0.017628206
若輩,0.0033333336,0.0050000004,0,0.15101852,0.19851853,0.39824075,0.20055556,0
蕪雑,0.00095046085,0.0065687406,0.0036610344,0.15013944,0.102269724,0.40045273,0.17800309,0.004032258
生熟れ,0.042169314,0.014537037,0.012654321,0.15231481,0.30074072,0.3162346,0.067469135,0.008487654
不精巧,0,0.0032612782,0,0.13692342,0.13942276,0.41712862,0.24084902,0
不得手,0,0.0032612782,0,0.13692342,0.13942276,0.41712862,0.24084902,0
弱輩,0.0033333336,0.0050000004,0,0.15101852,0.19851853,0.39824075,0.20055556,0
誇り高い,0.3,0.4,0,0,0,0,0,0
誇らか,0.3,0.4,0,0,0,0,0,0
得得たる,0.3,0.4,0,0,0,0,0,0
得意げ,0.3,0.4,0,0,0,0,0,0
傲倨,0.17716451,0.23621933,0,0.02086039,0,0.22442882,0.11803451,0
吹き捲くる,0.30414054,0.35604396,0.0048076925,0.0014652015,0.014336735,0.02014652,0.007935636,0.0057234433
大言,0.30414054,0.35604396,0.0048076925,0.0014652015,0.014336735,0.02014652,0.007935636,0.0057234433
豪語,0.30414054,0.35604396,0.0048076925,0.0014652015,0.014336735,0.02014652,0.007935636,0.0057234433
吹きちらす,0.30414054,0.35604396,0.0048076925,0.0014652015,0.014336735,0.02014652,0.007935636,0.0057234433
大威張り,0.30414054,0.35604396,0.0048076925,0.0014652015,0.014336735,0.02014652,0.007935636,0.0057234433
大言壮語,0.30414054,0.35604396,0.0048076925,0.0014652015,0.014336735,0.02014652,0.007935636,0.0057234433
慢ずる,0.30414054,0.35604396,0.0048076925,0.0014652015,0.014336735,0.02014652,0.007935636,0.0057234433
噴く,0.29287603,0.34285715,0.0046296297,0.0014109347,0.021213153,0.02627866,0.017694633,0.0055114636
吹き散らす,0.30414054,0.35604396,0.0048076925,0.0014652015,0.014336735,0.02014652,0.007935636,0.0057234433
広言,0.30414054,0.35604396,0.0048076925,0.0014652015,0.014336735,0.02014652,0.007935636,0.0057234433
反っくり返る,0.30414054,0.35604396,0.0048076925,0.0014652015,0.014336735,0.02014652,0.007935636,0.0057234433
高言,0.30414054,0.35604396,0.0048076925,0.0014652015,0.014336735,0.02014652,0.007935636,0.0057234433
壮語,0.30414054,0.35604396,0.0048076925,0.0014652015,0.014336735,0.02014652,0.007935636,0.0057234433
傲語,0.30414054,0.35604396,0.0048076925,0.0014652015,0.014336735,0.02014652,0.007935636,0.0057234433
吹散らす,0.30414054,0.35604396,0.0048076925,0.0014652015,0.014336735,0.02014652,0.007935636,0.0057234433
吹く,0.29287603,0.34285715,0.0046296297,0.0014109347,0.021213153,0.02627866,0.017694633,0.0055114636
ひけらかす,0.30414054,0.35604396,0.0048076925,0.0014652015,0.014336735,0.02014652,0.007935636,0.0057234433
呼号,0.27330783,0.30857143,0.004166667,0.0069841277,0.049588438,0.021031747,0.042588435,0.008531746
大威張,0.30414054,0.35604396,0.0048076925,0.0014652015,0.014336735,0.02014652,0.007935636,0.0057234433
慢じる,0.30414054,0.35604396,0.0048076925,0.0014652015,0.014336735,0.02014652,0.007935636,0.0057234433
燃やす,0.2414,0.23,0,0.3008,0,0,0.15439999,0
燃える,0.2414,0.23,0,0.3008,0,0,0.15439999,0
燃す,0.2414,0.23,0,0.3008,0,0,0.15439999,0
灯る,0.2414,0.23,0,0.3008,0,0,0.15439999,0
焦がす,0.21945453,0.2090909,0.018181818,0.27345455,0.012121212,0.012121212,0.16460606,0
点る,0.2414,0.23,0,0.3008,0,0,0.15439999,0
焦げる,0.2414,0.23,0,0.3008,0,0,0.15439999,0
焼灼,0.24044445,0.22777778,0,0.3008889,0,0,0.1548889,0
焼ける,0.24044445,0.22777778,0,0.3008889,0,0,0.1548889,0
薄ら,0.4,0.42000002,0,0.040000003,0,0,0,0
薄らと,0.4,0.42000002,0,0.040000003,0,0,0,0
ほんのり,0.4,0.42000002,0,0.040000003,0,0,0,0
ちらちら,0.40000004,0.4125,0,0.025,0,0,0,0
薄り,0.4,0.42000002,0,0.040000003,0,0,0,0
仄々,0.4,0.42000002,0,0.040000003,0,0,0,0
ほのぼの,0.4,0.42000002,0,0.040000003,0,0,0,0
ぼうっと,0.33333334,0.35000002,0,0.13333334,0,0,0,0
杳として,0.33333334,0.35000002,0,0.13333334,0,0,0,0
褒め奉る,0.26180217,0.52096975,0.008053219,0.040722676,0.027985297,0.024568401,0,0
甘酸っぱい,0.060000002,0,0,0.060000002,0.26,0.060000002,0.24000001,0
甘ずっぱい,0.060000002,0,0,0.060000002,0.26,0.060000002,0.24000001,0
ホロ苦い,0.060000002,0,0,0.060000002,0.26,0.060000002,0.24000001,0
うろたえる,0,0,0.13333334,0.53333336,0,0,0,0
ヘマ,0,0.0035813493,0,0.1325318,0.13530886,0.40964654,0.24841933,0
不手際,0,0.0035813493,0,0.1325318,0.13530886,0.40964654,0.24841933,0
非力,0,0.0035813493,0,0.1325318,0.13530886,0.40964654,0.24841933,0
空っけつ,0,0.04453782,0,0.1362185,0.0934874,0.28530812,0.12476191,0
尠少,0,0.041541353,0,0.12928572,0.08906015,0.2992857,0.13167919,0
寡少,0,0.04453782,0,0.1362185,0.0934874,0.28530812,0.12476191,0
貧弱,0,0.04071429,0,0.13657144,0.08877382,0.2909881,0.13092858,0
乏しい,0,0.039965987,0,0.14316326,0.088514745,0.28348073,0.13024944,0
鮮少,0,0.041541353,0,0.12928572,0.08906015,0.2992857,0.13167919,0
希薄,0.004761905,0.024829933,0,0.14234695,0.15938775,0.27950114,0.11751702,0
手薄,0,0.041165415,0,0.12582707,0.08627819,0.30001253,0.14320803,0
空っ穴,0,0.04453782,0,0.1362185,0.0934874,0.28530812,0.12476191,0
手うす,0,0.041165415,0,0.12582707,0.08627819,0.30001253,0.14320803,0
からっ穴,0,0.04453782,0,0.1362185,0.0934874,0.28530812,0.12476191,0
不十分,0,0.037641726,0,0.11749434,0.078854874,0.33572564,0.1436697,0
貧小,0,0.041541353,0,0.12928572,0.08906015,0.2992857,0.13167919,0
手薄い,0.0016666668,0.040357143,0,0.13953573,0.11929762,0.26884523,0.12496429,0
見込む,0.17333123,0.24098127,0.078589015,0.11320781,0.01007738,0.10589024,0.053076923,0.0004748338
待ち望む,0.2183306,0.27127564,0.096165724,0.14717014,0.0031005922,0.0016572973,0,0.000617284
待ち受ける,0.2183306,0.27127564,0.096165724,0.14717014,0.0031005922,0.0016572973,0,0.000617284
待ちのぞむ,0.2183306,0.27127564,0.096165724,0.14717014,0.0031005922,0.0016572973,0,0.000617284
当てこむ,0.2183306,0.27127564,0.096165724,0.14717014,0.0031005922,0.0016572973,0,0.000617284
翹首,0.2183306,0.27127564,0.096165724,0.14717014,0.0031005922,0.0016572973,0,0.000617284
翹望,0.2183306,0.27127564,0.096165724,0.14717014,0.0031005922,0.0016572973,0,0.000617284
待望む,0.2183306,0.27127564,0.096165724,0.14717014,0.0031005922,0.0016572973,0,0.000617284
待ち設ける,0.2183306,0.27127564,0.096165724,0.14717014,0.0031005922,0.0016572973,0,0.000617284
待ちかねる,0.2183306,0.27127564,0.096165724,0.14717014,0.0031005922,0.0016572973,0,0.000617284
見こむ,0.18743268,0.28679812,0.06132306,0.095774084,0.014319586,0.08930504,0.04886256,0.00038580247
待ちもうける,0.2183306,0.27127564,0.096165724,0.14717014,0.0031005922,0.0016572973,0,0.000617284
待設ける,0.2183306,0.27127564,0.096165724,0.14717014,0.0031005922,0.0016572973,0,0.000617284
真暗,0,0,0.15024121,0.01104098,0.13192628,0.31147283,0.12167508,0.07887799
絶望的,0,0.008229167,0.12756303,0.020100666,0.103069864,0.33023924,0.10255311,0.10282009
まっ暗,0,0,0.15024121,0.01104098,0.13192628,0.31147283,0.12167508,0.07887799
救い難い,0,0,0.1422149,0.0115833,0.10700047,0.32682103,0.1042217,0.09712885
まっ黒,0,0,0.125,0,0.07291667,0.41458333,0.116666675,0.104166664
誑し込む,0.0062121213,0.0017171717,0.11020202,0.5203031,0.0016414141,0.01080808,0.008888889,0
騙る,0.0062121213,0.0017171717,0.11020202,0.5203031,0.0016414141,0.01080808,0.008888889,0
騙す,0.0062121213,0.0017171717,0.11020202,0.5203031,0.0016414141,0.01080808,0.008888889,0
騙かす,0.0062121213,0.0017171717,0.11020202,0.5203031,0.0016414141,0.01080808,0.008888889,0
欺く,0.0060294117,0.0016666667,0.109901965,0.52117646,0.0015931373,0.010490197,0.008627451,0
こんがらかす,0.030000001,0.0066666673,0.12666667,0.44,0.021666668,0.0066666673,0.053333335,0
丸めこむ,0.0062121213,0.0017171717,0.11020202,0.5203031,0.0016414141,0.01080808,0.008888889,0
欺瞞,0.0055405404,0.0015315316,0.1118018,0.4708108,0.025788289,0.05204204,0.018108109,0
瞞す,0.0062121213,0.0017171717,0.11020202,0.5203031,0.0016414141,0.01080808,0.008888889,0
いんちき,0.0060294117,0.0016666667,0.11431373,0.50867647,0.014828431,0.012696079,0.008627451,0
詐る,0.0060294117,0.0016666667,0.124607846,0.505,0.0015931373,0.010490197,0.008627451,0
誑す,0.0060294117,0.0016666667,0.124607846,0.505,0.0015931373,0.010490197,0.008627451,0
欺す,0.0060294117,0.0016666667,0.124607846,0.505,0.0015931373,0.010490197,0.008627451,0
まやかす,0.0060294117,0.0016666667,0.124607846,0.505,0.0015931373,0.010490197,0.008627451,0
瞞着,0.0056944443,0.0015740742,0.11490741,0.48388892,0.02650463,0.03361111,0.013425927,0
だます,0.0062121213,0.0017171717,0.11020202,0.5203031,0.0016414141,0.01080808,0.008888889,0
騙し込む,0.0062121213,0.0017171717,0.11020202,0.5203031,0.0016414141,0.01080808,0.008888889,0
迷わす,0.030000001,0.0066666673,0.12666667,0.44,0.021666668,0.0066666673,0.053333335,0
誤魔化す,0.0060294117,0.0016666667,0.10696079,0.505,0.0035539218,0.020294119,0.022352941,0
たらし込む,0.0062121213,0.0017171717,0.11020202,0.5203031,0.0016414141,0.01080808,0.008888889,0
鴨る,0.0062121213,0.0017171717,0.11020202,0.5203031,0.0016414141,0.01080808,0.008888889,0
偽る,0.005394737,0.0014912281,0.09833334,0.4663158,0.0031798247,0.071842104,0.04526316,0
混乱させる,0.030000001,0.0066666673,0.12666667,0.44,0.021666668,0.0066666673,0.053333335,0
乗せる,0.0062121213,0.0017171717,0.11020202,0.5203031,0.0016414141,0.01080808,0.008888889,0
いかさま,0.015471491,0.008870614,0.11280702,0.4596053,0.030372808,0.03184211,0.019298246,0
賺す,0.0060294117,0.0016666667,0.124607846,0.505,0.0015931373,0.010490197,0.008627451,0
謀つ,0.005,0.0013821138,0.19357724,0.43219513,0.0013211381,0.008699187,0.0071544712,0
惑わせる,0.0062121213,0.0017171717,0.11020202,0.5203031,0.0016414141,0.01080808,0.008888889,0
謬る,0.025952382,0.0071428567,0.13492064,0.4374604,0.045833334,0.0023809525,0.01904762,0.007936507
誑かす,0.0060294117,0.0016666667,0.124607846,0.505,0.0015931373,0.010490197,0.008627451,0
欺罔,0.0060294117,0.0016666667,0.11137255,0.505,0.00747549,0.010490197,0.015980393,0
騙くらかす,0.0062121213,0.0017171717,0.11020202,0.5203031,0.0016414141,0.01080808,0.008888889,0
ごまかす,0.0062121213,0.0017171717,0.11020202,0.5203031,0.0016414141,0.01080808,0.008888889,0
まぶしい,0.21611111,0.304,0.006,0.010333333,0.078555554,0.061166666,0.096944444,0
まばゆい,0.19270833,0.30833334,0,0.009375,0.090625,0.0609375,0.110937506,0
目映い,0.19270833,0.30833334,0,0.009375,0.090625,0.0609375,0.110937506,0
粲然たる,0.23541667,0.31225002,0.009000001,0.0117500005,0.067833334,0.059875004,0.08479167,0
燦然たる,0.2426282,0.24019231,0.006923077,0.009038462,0.052179486,0.14144231,0.10214744,0
目映ゆい,0.19270833,0.30833334,0,0.009375,0.090625,0.0609375,0.110937506,0
目眩い,0.08114035,0.12982456,0,0.003947369,0.18289474,0.06907895,0.20592107,0
さん然たる,0.2426282,0.24019231,0.006923077,0.009038462,0.052179486,0.14144231,0.10214744,0
彷徨う,0.009259259,0.0018518519,0.27731922,0.41139328,0.0055555557,0.009082892,0.0040564374,0.012098765
脱線,0,0,0.23571429,0.38015875,0.011111111,0.11492063,0.022698414,0.0015873015
逸れる,0,0,0.28285718,0.44285718,0,0.001904762,0.001904762,0.001904762
さ迷う,0.009259259,0.0018518519,0.27731922,0.41139328,0.0055555557,0.009082892,0.0040564374,0.012098765
遠回し,0,0,0,0,0,0.375,0.52500004,0
完璧,0.51382744,0.44505954,0,0.084249996,0,0.00042857145,0,0
留飲,0.7199673,0.22467262,0,0.00062500004,0,0,0,0
万全,0.51382744,0.44505954,0,0.084249996,0,0.00042857145,0,0
充す,0.82792854,0.44928572,0,0.0007142857,0,0,0,0
償い,0.53426194,0.20887445,0,0.0056493506,0.0012987014,0.04848485,0.07272728,0.03030303
完壁,0.51382744,0.44505954,0,0.084249996,0,0.00042857145,0,0
満たす,0.82792854,0.44928572,0,0.0007142857,0,0,0,0
慊焉たる,0.7562917,0.28666666,0,0.0012500001,0,0,0,0
丸,0.67348814,0.4627381,0,0.041428573,0,0,0,0
甘心,0.7524333,0.29566666,0,0.001,0,0,0,0
結構,0.43973958,0.33945298,0.010571169,0.0072556157,0.00844826,0.00948044,0.00474022,0.0028189782
完ぺき,0.51382744,0.44505954,0,0.084249996,0,0.00042857145,0,0
充実した,0.65525556,0.45855555,0,0.03866667,0,0,0,0
完備した,0.67348814,0.4627381,0,0.041428573,0,0,0,0
コンプリート,0.67348814,0.4627381,0,0.041428573,0,0,0,0
応える,0.6057007,0.43672502,0.00077239226,0.016894132,0.018310657,0.0034523814,0.008333334,0
補償,0.6008853,0.20885281,0,0.00045454546,0,0.04848485,0.07272728,0.03030303
申し分なく,0.7572083,0.3695833,0,0.013750001,0,0,0,0
千倍,0.7568333,0.29833332,0,0.0016666668,0,0,0,0
満足させること,0.77072227,0.3261111,0,0.0016666668,0,0,0,0
精到,0.49374023,0.39887255,0,0.084823534,0,0.00035294116,0,0
充分,0.566752,0.2656752,0.0015006004,0.01732693,0.0036414566,0.011204482,0.007803121,0.006002401
十全,0.51382744,0.44505954,0,0.084249996,0,0.00042857145,0,0
会心,0.7554307,0.2997619,0,0.00045454546,0,0,0,0
パーフェクト,0.51382744,0.44505954,0,0.084249996,0,0.00042857145,0,0
満足のゆくように,0.7985,0.38166666,0,0.0016666668,0,0,0,0
満す,0.82792854,0.44928572,0,0.0007142857,0,0,0,0
充たす,0.82792854,0.44928572,0,0.0007142857,0,0,0,0
本望,0.73441535,0.25526455,0,0.00055555557,0,0,0,0
十分,0.53061604,0.24026991,0.0010629252,0.036231577,0.0025793652,0.007936508,0.005527211,0.004251701
充足,0.82792854,0.44928572,0,0.0007142857,0,0,0,0
円満,0.578705,0.4355423,0,0.047539685,0,0,0,0
サティスファクション,0.73441535,0.25526455,0,0.00055555557,0,0,0,0
エゴイスティック,0,0,0,0,0,0.67833334,0.24833335,0
我侭,0.010271317,0.0015503876,0,0,0,0.63435394,0.2815633,0
エゴイスチック,0,0,0,0,0,0.67833334,0.24833335,0
我が儘,0.010271317,0.0015503876,0,0,0,0.63435394,0.2815633,0
我まま,0,0,0,0,0,0.67833334,0.24833335,0
勝手,0,0,0,0,0,0.67833334,0.24833335,0
我が侭,0.010271317,0.0015503876,0,0,0,0.63435394,0.2815633,0
野放図,0.011363637,0.015151516,0,0.02228355,0,0.6351677,0.22385462,0
身まま,0,0,0,0,0,0.67833334,0.24833335,0
得手勝手,0,0,0,0,0,0.67833334,0.24833335,0
わがまま,0,0,0,0,0,0.67525005,0.25175,0
一方的,0,0,0,0,0,0.67833334,0.24833335,0
身侭,0,0,0,0,0,0.67833334,0.24833335,0
自分勝手,0,0,0,0,0,0.67833334,0.24833335,0
手前勝手,0,0,0,0,0,0.67833334,0.24833335,0
我が強い,0,0,0,0,0,0.67833334,0.24833335,0
自由勝手,0,0,0,0,0,0.67833334,0.24833335,0
おつ,0.4575708,0.298912,0,0.04447345,0.0039473684,0.048131578,0.036513157,0
上乗,0.43768117,0.43768117,0,0.1056087,0,0.0005217392,0,0
理想的,0.42789856,0.4442029,0,0.102347836,0,0.0005217392,0,0
文句なし,0.42916667,0.4462121,0,0.107,0,0.00054545456,0,0
醇正,0.3973718,0.46179485,0,0.09053847,0,0.00046153847,0,0
完全無欠,0.44746378,0.44855073,0,0.102347836,0,0.0005217392,0,0
乙,0.4575708,0.298912,0,0.04447345,0.0039473684,0.048131578,0.036513157,0
純然たる,0.42916667,0.4462121,0,0.107,0,0.00054545456,0,0
文句無,0.42916667,0.4462121,0,0.107,0,0.00054545456,0,0
文句無し,0.42916667,0.4462121,0,0.107,0,0.00054545456,0,0
精緻,0.39572868,0.28277165,0,0.05927608,0.0097368425,0.035236843,0.034736842,0.0032894737
全美,0.42916667,0.4462121,0,0.107,0,0.00054545456,0,0
純正,0.42355075,0.4268116,0,0.102347836,0,0.011391304,0.013768116,0
幽か,0.013499999,0.0062857145,0.0592,0.027890477,0.019961905,0.32472697,0.3773048,0.004
はつか,0,0.00034013606,0.017857144,0.015345804,0.020787982,0.35681784,0.43845809,0
見辛い,0,0,0.019736843,0.008239348,0.0074874684,0.3504177,0.46929824,0
かすか,0.013499999,0.0062857145,0.0592,0.027890477,0.019961905,0.32472697,0.3773048,0.004
不鮮明,0.014673913,0.006521739,0.064347826,0.023110766,0.008902691,0.3166494,0.39746377,0.004347826
縹渺たる,0,0,0.019736843,0.008239348,0.0074874684,0.3504177,0.46929824,0
朧ろげ,0.014673913,0.006521739,0.064347826,0.023110766,0.008902691,0.3166494,0.39746377,0.004347826
朧げ,0.013499999,0.0062857145,0.0592,0.027890477,0.019961905,0.32472697,0.3773048,0.004
微か,0.013499999,0.0062857145,0.0592,0.027890477,0.019961905,0.32472697,0.3773048,0.004
朧気,0.013499999,0.0062857145,0.0592,0.027890477,0.019961905,0.32472697,0.3773048,0.004
見にくい,0,0,0.019736843,0.008239348,0.0074874684,0.3504177,0.46929824,0
おぼろげ,0.015000001,0.0068831174,0.11750506,0.04580087,0.019541847,0.28585127,0.30165514,0.017664142
漠然たる,0.013499999,0.006,0.07520001,0.029261906,0.008190476,0.30931747,0.3776667,0.014
幽微,0,0,0.019736843,0.008239348,0.0074874684,0.3504177,0.46929824,0
縹緲たる,0,0,0.019736843,0.008239348,0.0074874684,0.3504177,0.46929824,0
朦朧たる,0.0112499995,0.0050000004,0.01875,0.011577382,0.0071130954,0.3503968,0.45333335,0
のたくる,0,0.00052447553,0.06892885,0.08177434,0.15888779,0.0005594406,0.31556776,0
身もだえ,0,0.00052447553,0.06892885,0.08177434,0.15888779,0.0005594406,0.31556776,0
ぬたくる,0,0.00052447553,0.06892885,0.08177434,0.15888779,0.0005594406,0.31556776,0
すじりもじる,0,0.00052447553,0.06892885,0.08177434,0.15888779,0.0005594406,0.31556776,0
身を捩る,0,0.00052447553,0.06892885,0.08177434,0.15888779,0.0005594406,0.31556776,0
身悶,0,0.00052447553,0.06892885,0.08177434,0.15888779,0.0005594406,0.31556776,0
身を捩らす,0,0.00052447553,0.06892885,0.08177434,0.15888779,0.0005594406,0.31556776,0
捻転,0,0.00052447553,0.06892885,0.08177434,0.15888779,0.0005594406,0.31556776,0
生馴れ,0.06325397,0.019305557,0.008333334,0.15740742,0.36574075,0.2837963,0.0055555557,0
初心,0.13645963,0.015108695,0.014855073,0.1268116,0.29028985,0.24423914,0.020724637,0.009963769
生半熟,0.06325397,0.019305557,0.008333334,0.15740742,0.36574075,0.2837963,0.0055555557,0
生煮,0.05692857,0.017375,0.0375,0.17166667,0.32916668,0.25541666,0.0050000004,0
未熟,0.054217692,0.017023811,0.016269842,0.15396826,0.3306349,0.29615077,0.024523811,0.010912699
片生い,0.06325397,0.019305557,0.008333334,0.15740742,0.36574075,0.2837963,0.0055555557,0
未成熟,0.049503107,0.015108695,0.014855073,0.13855073,0.2984058,0.3177657,0.043285023,0.009963769
稚拙,0.1847688,0.015108695,0.0065217395,0.123188406,0.28710145,0.22615942,0.009565218,0
生馴,0.06325397,0.019305557,0.008333334,0.15740742,0.36574075,0.2837963,0.0055555557,0
若い,0.049503107,0.015108695,0.014855073,0.13855073,0.2984058,0.3177657,0.043285023,0.009963769
幼稚,0.054217692,0.01654762,0.0071428576,0.13984127,0.31730157,0.3148942,0.037089948,0
青臭い,0.06325397,0.019305557,0.008333334,0.15740742,0.36574075,0.2837963,0.0055555557,0
幼い,0.049503107,0.015108695,0.0065217395,0.12768115,0.29492754,0.31185988,0.06516908,0
片生,0.054217692,0.01654762,0.0071428576,0.13984127,0.31730157,0.3148942,0.037089948,0
乳臭い,0.059924815,0.018289475,0.017982457,0.15350878,0.34824562,0.28092104,0.0061403513,0.012061403
ぷりぷりして,0,0,0,0,0,0,1,0
ぷんぷんして,0,0,0,0,0,0,1,0
夢中,0.64921874,0.190625,0,0,0,0,0,0
没頭,0.66875,0.185,0,0,0,0,0,0
一心不乱,0.64921874,0.190625,0,0,0,0,0,0
アパシー,0.14173612,0.028125001,0.12638889,0.05993056,0.13138889,0.035625003,0.028333334,0.14305556
無感動,0.14173612,0.028125001,0.12638889,0.05993056,0.13138889,0.035625003,0.028333334,0.14305556
無頓着さ,0.14173612,0.028125001,0.12638889,0.05993056,0.13138889,0.035625003,0.028333334,0.14305556
不活動,0.07777778,0,0.1388889,0.03888889,0.1388889,0.0375,0.035416666,0.22743055
アパテイア,0.14173612,0.028125001,0.12638889,0.05993056,0.13138889,0.035625003,0.028333334,0.14305556
嗜眠,0.1037037,0,0.12962963,0.05185185,0.12962963,0.038888887,0.030555556,0.20601852
無関心さ,0.14173612,0.028125001,0.12638889,0.05993056,0.13138889,0.035625003,0.028333334,0.14305556
無気力さ,0.14173612,0.028125001,0.12638889,0.05993056,0.13138889,0.035625003,0.028333334,0.14305556
昏睡,0.1037037,0,0.12962963,0.05185185,0.12962963,0.038888887,0.030555556,0.20601852
傾眠,0.1037037,0,0.12962963,0.05185185,0.12962963,0.038888887,0.030555556,0.20601852
むし暑い,0,0,0.016666668,0,0.08866667,0.38333336,0.282,0
蒸暑い,0,0,0.016666668,0,0.08866667,0.38333336,0.282,0
蒸しあつい,0,0,0.016666668,0,0.08866667,0.38333336,0.282,0
衝撞,0.25375,0.07941666,0,0.0505,0.0050000004,0.32166666,0.1075,0
矢も盾も堪らず,0.13571429,0,0.034424607,0.005357143,0.022619048,0.38591272,0.2454365,0.014583334
もどかしそうに,0.13571429,0,0.034424607,0.005357143,0.022619048,0.38591272,0.2454365,0.014583334
矢も楯もたまらず,0.13571429,0,0.034424607,0.005357143,0.022619048,0.38591272,0.2454365,0.014583334
矢も楯も堪らず,0.13571429,0,0.034424607,0.005357143,0.022619048,0.38591272,0.2454365,0.014583334
がまんできなくて,0.13571429,0,0.034424607,0.005357143,0.022619048,0.38591272,0.2454365,0.014583334
衝迫,0.25375,0.07941666,0,0.0505,0.0050000004,0.32166666,0.1075,0
機嫌悪く,0,0,0,0,0,0,1,0
むっつり,0,0,0,0,0,0,1,0
虫の知らせ,0.014062501,0.0046875,0.54,0.0125,0,0.01875,0.00625,0.01875
胸さわぎ,0.014062501,0.0046875,0.54,0.0125,0,0.01875,0.00625,0.01875
胸騒,0.014062501,0.0046875,0.54,0.0125,0,0.01875,0.00625,0.01875
差しあい,0,0,0.012194444,0.018510379,0.0035299144,0.5801621,0.28800124,0.003696581
不便,0,0,0.012194444,0.018510379,0.0035299144,0.5801621,0.28800124,0.003696581
差合い,0,0,0.012194444,0.018510379,0.0035299144,0.5801621,0.28800124,0.003696581
差合,0,0,0.012194444,0.018510379,0.0035299144,0.5801621,0.28800124,0.003696581
さし合い,0,0,0.012194444,0.018510379,0.0035299144,0.5801621,0.28800124,0.003696581
不都合さ,0,0,0.012194444,0.018510379,0.0035299144,0.5801621,0.28800124,0.003696581
不自由さ,0,0,0.012194444,0.018510379,0.0035299144,0.5801621,0.28800124,0.003696581
目眩,0.004166667,0.014583333,0,0,0.24375,0.075,0.26875,0
眩暈症,0.004166667,0.014583333,0,0,0.24375,0.075,0.26875,0
立暗み,0.004166667,0.014583333,0,0,0.24375,0.075,0.26875,0
立ち暗み,0.004166667,0.014583333,0,0,0.24375,0.075,0.26875,0
浮動性めまい,0.004166667,0.014583333,0,0,0.24375,0.075,0.26875,0
目まい,0.004166667,0.014583333,0,0,0.24375,0.075,0.26875,0
眩瞑,0.004166667,0.014583333,0,0,0.24375,0.075,0.26875,0
立ち眩み,0.004166667,0.014583333,0,0,0.24375,0.075,0.26875,0
立ち眩,0.004166667,0.014583333,0,0,0.24375,0.075,0.26875,0
めまい,0.004166667,0.014583333,0,0,0.24375,0.075,0.26875,0
